INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE
2502,2020-10-28,0,search for bob friend,product description new,7.99,6.55
2502,2020-10-28,1,search for bob,product description,1.99,1.55
53299,2020-10-27,0,search for bob,product description,1.99,1.55
53299,2020-10-27,1,search for bob friend,product description new,7.99,6.55
55819,2020-10-19,0,search for bob,product description,1.99,1.55
55819,2020-10-19,1,search for bob friend,product description new,7.99,6.55
105758,2020-10-31,0,search for bob friend,product description new,7.99,6.55
105758,2020-10-31,1,search for bob,product description,1.99,1.55
158142,2020-10-24,0,search for bob friend,product description new,7.99,6.55
158142,2020-10-24,1,search for bob,product description,1.99,1.55
173038,2020-10-25,0,search for bob,product description,1.99,1.55
173038,2020-10-25,1,search for bob friend,product description new,7.99,6.55
317033,2020-11-05,0,search for bob friend,product description new,7.99,6.55
317033,2020-11-05,1,search for bob,product description,1.99,1.55
353250,2020-11-03,0,search for bob,product description,1.99,1.55
353250,2020-11-03,1,search for bob friend,product description new,7.99,6.55
364054,2020-11-02,0,search for bob friend,product description new,7.99,6.55
364054,2020-11-02,1,search for bob,product description,1.99,1.55
396811,2020-11-01,0,search for bob friend,product description new,7.99,6.55
396811,2020-11-01,1,search for bob,product description,1.99,1.55
446160,2020-10-26,0,search for bob friend,product description new,7.99,6.55
446160,2020-10-26,1,search for bob,product description,1.99,1.55
472745,2020-11-04,0,search for bob,product description,1.99,1.55
472745,2020-11-04,1,search for bob friend,product description new,7.99,6.55
479005,2020-10-23,0,search for bob friend,product description new,7.99,6.55
479005,2020-10-23,1,search for bob,product description,1.99,1.55
621753,2020-10-30,0,search for bob,product description,1.99,1.55
621753,2020-10-30,1,search for bob friend,product description new,7.99,6.55
670876,2020-10-18,0,search for bob,product description,1.99,1.55
670876,2020-10-18,1,search for bob friend,product description new,7.99,6.55
827682,2020-10-20,0,search for bob,product description,1.99,1.55
827682,2020-10-20,1,search for bob friend,product description new,7.99,6.55
927533,2020-10-22,0,search for bob,product description,1.99,1.55
927533,2020-10-22,1,search for bob friend,product description new,7.99,6.55
931845,2020-10-29,0,search for bob,product description,1.99,1.55
931845,2020-10-29,1,search for bob friend,product description new,7.99,6.55
945563,2020-10-17,0,search for bob,product description,1.99,1.55
945563,2020-10-17,1,search for bob friend,product description new,7.99,6.55
984769,2020-10-21,0,search for bob friend,product description new,7.99,6.55
984769,2020-10-21,1,search for bob,product description,1.99,1.55
