INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
11986,2020-10-25,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
11986,2020-10-25,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
29595,2020-10-22,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
29595,2020-10-22,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
73648,2020-10-18,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
73648,2020-10-18,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
118396,2020-10-20,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
118396,2020-10-20,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
162507,2020-10-21,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
162507,2020-10-21,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
231011,2020-10-27,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
231011,2020-10-27,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
256287,2020-10-26,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
256287,2020-10-26,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
280789,2020-11-01,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
280789,2020-11-01,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
322510,2020-11-02,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
322510,2020-11-02,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
332825,2020-10-30,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
332825,2020-10-30,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
345064,2020-10-29,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
345064,2020-10-29,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
480553,2020-11-04,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
480553,2020-11-04,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
520820,2020-11-03,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
520820,2020-11-03,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
529315,2020-10-23,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
529315,2020-10-23,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
554647,2020-10-19,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
554647,2020-10-19,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
568202,2020-10-17,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
568202,2020-10-17,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
664345,2020-10-31,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
664345,2020-10-31,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
869745,2020-10-28,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
869745,2020-10-28,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
889754,2020-10-24,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
889754,2020-10-24,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
949587,2020-11-05,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
949587,2020-11-05,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
