INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
2389,2020-10-17,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
2389,2020-10-17,1,search_term,desc,1.99,1.0,0.99,49.75
37122,2020-10-18,0,search_term,desc,1.99,1.0,0.99,49.75
37122,2020-10-18,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
111560,2020-10-19,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
111560,2020-10-19,1,search_term,desc,1.99,1.0,0.99,49.75
186069,2020-10-26,0,search_term,desc,1.99,1.0,0.99,49.75
186069,2020-10-26,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
191355,2020-10-28,0,search_term,desc,1.99,1.0,0.99,49.75
191355,2020-10-28,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
220320,2020-10-24,0,search_term,desc,1.99,1.0,0.99,49.75
220320,2020-10-24,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
237483,2020-11-02,0,search_term,desc,1.99,1.0,0.99,49.75
237483,2020-11-02,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
257842,2020-10-25,0,search_term,desc,1.99,1.0,0.99,49.75
257842,2020-10-25,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
281412,2020-11-03,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
281412,2020-11-03,1,search_term,desc,1.99,1.0,0.99,49.75
551661,2020-10-21,0,search_term,desc,1.99,1.0,0.99,49.75
551661,2020-10-21,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
598299,2020-10-23,0,search_term,desc,1.99,1.0,0.99,49.75
598299,2020-10-23,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
660366,2020-11-01,0,search_term,desc,1.99,1.0,0.99,49.75
660366,2020-11-01,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
750036,2020-10-30,0,search_term,desc,1.99,1.0,0.99,49.75
750036,2020-10-30,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
777928,2020-11-05,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
777928,2020-11-05,1,search_term,desc,1.99,1.0,0.99,49.75
820257,2020-10-20,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
820257,2020-10-20,1,search_term,desc,1.99,1.0,0.99,49.75
831528,2020-10-29,0,search_term,desc,1.99,1.0,0.99,49.75
831528,2020-10-29,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
881680,2020-11-04,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
881680,2020-11-04,1,search_term,desc,1.99,1.0,0.99,49.75
963755,2020-10-27,0,search_term,desc,1.99,1.0,0.99,49.75
963755,2020-10-27,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
994099,2020-10-31,0,search_term,desc,1.99,1.0,0.99,49.75
994099,2020-10-31,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
999500,2020-10-22,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
999500,2020-10-22,1,search_term,desc,1.99,1.0,0.99,49.75
