INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE
80981,2020-10-28,0,search for bob,product description,1.99,1.55
80981,2020-10-28,1,search for bob friend,product description new,7.99,6.55
132667,2020-11-01,0,search for bob,product description,1.99,1.55
132667,2020-11-01,1,search for bob friend,product description new,7.99,6.55
172663,2020-10-24,0,search for bob friend,product description new,7.99,6.55
172663,2020-10-24,1,search for bob,product description,1.99,1.55
189742,2020-10-29,0,search for bob,product description,1.99,1.55
189742,2020-10-29,1,search for bob friend,product description new,7.99,6.55
208006,2020-10-21,0,search for bob,product description,1.99,1.55
208006,2020-10-21,1,search for bob friend,product description new,7.99,6.55
290756,2020-10-30,0,search for bob,product description,1.99,1.55
290756,2020-10-30,1,search for bob friend,product description new,7.99,6.55
383458,2020-10-23,0,search for bob friend,product description new,7.99,6.55
383458,2020-10-23,1,search for bob,product description,1.99,1.55
418392,2020-10-19,0,search for bob friend,product description new,7.99,6.55
418392,2020-10-19,1,search for bob,product description,1.99,1.55
442491,2020-10-26,0,search for bob,product description,1.99,1.55
442491,2020-10-26,1,search for bob friend,product description new,7.99,6.55
444216,2020-10-16,0,search for bob friend,product description new,7.99,6.55
444216,2020-10-16,1,search for bob,product description,1.99,1.55
552424,2020-10-18,0,search for bob,product description,1.99,1.55
552424,2020-10-18,1,search for bob friend,product description new,7.99,6.55
700129,2020-10-22,0,search for bob,product description,1.99,1.55
700129,2020-10-22,1,search for bob friend,product description new,7.99,6.55
710557,2020-11-03,0,search for bob,product description,1.99,1.55
710557,2020-11-03,1,search for bob friend,product description new,7.99,6.55
775273,2020-10-17,0,search for bob friend,product description new,7.99,6.55
775273,2020-10-17,1,search for bob,product description,1.99,1.55
842913,2020-10-20,0,search for bob,product description,1.99,1.55
842913,2020-10-20,1,search for bob friend,product description new,7.99,6.55
872766,2020-10-27,0,search for bob friend,product description new,7.99,6.55
872766,2020-10-27,1,search for bob,product description,1.99,1.55
884596,2020-10-31,0,search for bob,product description,1.99,1.55
884596,2020-10-31,1,search for bob friend,product description new,7.99,6.55
898765,2020-11-02,0,search for bob friend,product description new,7.99,6.55
898765,2020-11-02,1,search for bob,product description,1.99,1.55
920647,2020-10-25,0,search for bob friend,product description new,7.99,6.55
920647,2020-10-25,1,search for bob,product description,1.99,1.55
981148,2020-11-04,0,search for bob friend,product description new,7.99,6.55
981148,2020-11-04,1,search for bob,product description,1.99,1.55
