INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
10984,2020-10-30,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
10984,2020-10-30,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
64428,2020-11-04,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
64428,2020-11-04,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
177300,2020-10-29,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
177300,2020-10-29,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
198989,2020-11-02,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
198989,2020-11-02,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
222144,2020-10-28,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
222144,2020-10-28,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
270689,2020-11-05,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
270689,2020-11-05,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
334344,2020-10-19,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
334344,2020-10-19,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
350904,2020-10-22,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
350904,2020-10-22,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
386327,2020-10-25,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
386327,2020-10-25,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
402553,2020-10-23,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
402553,2020-10-23,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
560454,2020-10-31,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
560454,2020-10-31,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
627347,2020-10-17,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
627347,2020-10-17,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
640310,2020-10-26,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
640310,2020-10-26,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
735903,2020-10-24,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
735903,2020-10-24,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
788338,2020-10-20,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
788338,2020-10-20,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
796208,2020-10-27,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
796208,2020-10-27,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
798881,2020-10-18,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
798881,2020-10-18,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
800884,2020-11-03,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
800884,2020-11-03,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
943244,2020-11-01,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
943244,2020-11-01,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
985162,2020-10-21,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
985162,2020-10-21,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
