INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
6321,2020-10-28,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
6321,2020-10-28,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
127862,2020-10-23,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
127862,2020-10-23,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
142675,2020-10-25,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
142675,2020-10-25,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
264428,2020-11-05,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
264428,2020-11-05,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
309052,2020-11-04,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
309052,2020-11-04,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
365519,2020-10-19,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
365519,2020-10-19,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
403212,2020-11-03,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
403212,2020-11-03,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
488408,2020-10-18,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
488408,2020-10-18,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
490091,2020-10-26,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
490091,2020-10-26,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
569330,2020-10-24,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
569330,2020-10-24,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
613499,2020-10-21,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
613499,2020-10-21,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
731846,2020-10-20,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
731846,2020-10-20,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
834524,2020-10-30,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
834524,2020-10-30,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
857661,2020-11-01,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
857661,2020-11-01,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
858145,2020-10-22,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
858145,2020-10-22,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
865367,2020-10-31,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
865367,2020-10-31,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
878247,2020-10-29,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
878247,2020-10-29,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
921822,2020-11-02,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
921822,2020-11-02,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
925000,2020-10-27,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
925000,2020-10-27,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
983225,2020-10-17,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
983225,2020-10-17,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
