INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
97462,2020-10-21,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
97462,2020-10-21,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
98723,2020-11-01,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
98723,2020-11-01,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
140045,2020-11-05,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
140045,2020-11-05,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
235655,2020-10-26,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
235655,2020-10-26,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
258009,2020-11-02,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
258009,2020-11-02,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
303122,2020-11-04,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
303122,2020-11-04,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
443203,2020-10-24,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
443203,2020-10-24,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
526716,2020-10-31,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
526716,2020-10-31,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
566904,2020-10-30,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
566904,2020-10-30,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
588334,2020-10-17,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
588334,2020-10-17,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
596610,2020-11-03,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
596610,2020-11-03,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
606355,2020-10-22,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
606355,2020-10-22,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
616937,2020-10-18,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
616937,2020-10-18,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
820813,2020-10-23,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
820813,2020-10-23,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
842870,2020-10-28,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
842870,2020-10-28,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
865471,2020-10-27,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
865471,2020-10-27,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
916824,2020-10-19,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
916824,2020-10-19,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
930860,2020-10-29,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
930860,2020-10-29,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
938973,2020-10-20,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
938973,2020-10-20,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
973369,2020-10-25,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.110552763819094
973369,2020-10-25,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.022528160200256
