INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
8191,2020-11-01,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
8191,2020-11-01,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
63583,2020-10-27,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
63583,2020-10-27,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
75134,2020-10-24,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
75134,2020-10-24,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
78440,2020-10-31,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
78440,2020-10-31,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
195593,2020-10-23,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
195593,2020-10-23,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
196512,2020-10-26,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
196512,2020-10-26,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
217351,2020-11-04,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
217351,2020-11-04,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
249511,2020-10-30,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
249511,2020-10-30,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
266947,2020-10-29,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
266947,2020-10-29,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
308045,2020-11-05,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
308045,2020-11-05,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
351113,2020-10-19,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
351113,2020-10-19,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
490724,2020-11-02,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
490724,2020-11-02,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
736156,2020-10-20,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
736156,2020-10-20,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
790393,2020-10-28,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
790393,2020-10-28,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
818228,2020-10-17,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
818228,2020-10-17,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
824935,2020-11-03,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
824935,2020-11-03,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
924807,2020-10-22,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
924807,2020-10-22,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
965147,2020-10-21,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
965147,2020-10-21,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
974276,2020-10-25,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
974276,2020-10-25,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
997956,2020-10-18,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
997956,2020-10-18,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
