INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
126753,2020-10-21,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
126753,2020-10-21,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
230293,2020-10-17,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
230293,2020-10-17,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
324644,2020-10-29,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
324644,2020-10-29,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
338585,2020-10-24,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
338585,2020-10-24,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
374722,2020-10-28,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
374722,2020-10-28,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
411653,2020-10-31,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
411653,2020-10-31,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
420091,2020-11-03,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
420091,2020-11-03,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
580858,2020-10-26,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
580858,2020-10-26,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
604415,2020-10-18,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
604415,2020-10-18,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
609922,2020-10-19,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
609922,2020-10-19,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
639136,2020-10-30,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
639136,2020-10-30,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
695672,2020-11-01,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
695672,2020-11-01,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
711046,2020-11-05,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
711046,2020-11-05,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
726668,2020-10-27,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
726668,2020-10-27,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
750280,2020-11-02,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
750280,2020-11-02,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
768847,2020-10-25,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
768847,2020-10-25,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
821868,2020-10-22,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
821868,2020-10-22,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
857529,2020-10-23,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
857529,2020-10-23,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
873701,2020-11-04,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
873701,2020-11-04,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
874110,2020-10-20,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
874110,2020-10-20,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
