INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE
19232,2020-10-24,0,search for bob friend,product description new,7.99,6.55
19232,2020-10-24,1,search for bob,product description,1.99,1.55
40227,2020-10-25,0,search for bob friend,product description new,7.99,6.55
40227,2020-10-25,1,search for bob,product description,1.99,1.55
49994,2020-11-01,0,search for bob friend,product description new,7.99,6.55
49994,2020-11-01,1,search for bob,product description,1.99,1.55
85892,2020-10-31,0,search for bob friend,product description new,7.99,6.55
85892,2020-10-31,1,search for bob,product description,1.99,1.55
142628,2020-11-02,0,search for bob,product description,1.99,1.55
142628,2020-11-02,1,search for bob friend,product description new,7.99,6.55
305458,2020-10-26,0,search for bob,product description,1.99,1.55
305458,2020-10-26,1,search for bob friend,product description new,7.99,6.55
333565,2020-10-23,0,search for bob,product description,1.99,1.55
333565,2020-10-23,1,search for bob friend,product description new,7.99,6.55
335693,2020-11-04,0,search for bob friend,product description new,7.99,6.55
335693,2020-11-04,1,search for bob,product description,1.99,1.55
425620,2020-10-29,0,search for bob,product description,1.99,1.55
425620,2020-10-29,1,search for bob friend,product description new,7.99,6.55
451635,2020-10-18,0,search for bob,product description,1.99,1.55
451635,2020-10-18,1,search for bob friend,product description new,7.99,6.55
463465,2020-10-22,0,search for bob,product description,1.99,1.55
463465,2020-10-22,1,search for bob friend,product description new,7.99,6.55
517932,2020-10-20,0,search for bob,product description,1.99,1.55
517932,2020-10-20,1,search for bob friend,product description new,7.99,6.55
518883,2020-11-05,0,search for bob,product description,1.99,1.55
518883,2020-11-05,1,search for bob friend,product description new,7.99,6.55
534104,2020-10-27,0,search for bob,product description,1.99,1.55
534104,2020-10-27,1,search for bob friend,product description new,7.99,6.55
541712,2020-10-19,0,search for bob friend,product description new,7.99,6.55
541712,2020-10-19,1,search for bob,product description,1.99,1.55
547785,2020-10-21,0,search for bob friend,product description new,7.99,6.55
547785,2020-10-21,1,search for bob,product description,1.99,1.55
686541,2020-10-28,0,search for bob friend,product description new,7.99,6.55
686541,2020-10-28,1,search for bob,product description,1.99,1.55
719293,2020-10-30,0,search for bob,product description,1.99,1.55
719293,2020-10-30,1,search for bob friend,product description new,7.99,6.55
821435,2020-11-03,0,search for bob friend,product description new,7.99,6.55
821435,2020-11-03,1,search for bob,product description,1.99,1.55
918863,2020-10-17,0,search for bob friend,product description new,7.99,6.55
918863,2020-10-17,1,search for bob,product description,1.99,1.55
