INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
72820,2020-10-24,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
72820,2020-10-24,1,search_term,desc,1.99,1.0,0.99,49.75
270880,2020-10-23,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
270880,2020-10-23,1,search_term,desc,1.99,1.0,0.99,49.75
372132,2020-10-18,0,search_term,desc,1.99,1.0,0.99,49.75
372132,2020-10-18,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
385488,2020-10-19,0,search_term,desc,1.99,1.0,0.99,49.75
385488,2020-10-19,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
387123,2020-10-22,0,search_term,desc,1.99,1.0,0.99,49.75
387123,2020-10-22,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
397792,2020-10-21,0,search_term,desc,1.99,1.0,0.99,49.75
397792,2020-10-21,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
427229,2020-10-25,0,search_term,desc,1.99,1.0,0.99,49.75
427229,2020-10-25,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
429071,2020-11-03,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
429071,2020-11-03,1,search_term,desc,1.99,1.0,0.99,49.75
473549,2020-10-26,0,search_term,desc,1.99,1.0,0.99,49.75
473549,2020-10-26,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
510861,2020-10-17,0,search_term,desc,1.99,1.0,0.99,49.75
510861,2020-10-17,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
596036,2020-10-29,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
596036,2020-10-29,1,search_term,desc,1.99,1.0,0.99,49.75
620263,2020-11-01,0,search_term,desc,1.99,1.0,0.99,49.75
620263,2020-11-01,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
638713,2020-11-05,0,search_term,desc,1.99,1.0,0.99,49.75
638713,2020-11-05,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
767027,2020-11-04,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
767027,2020-11-04,1,search_term,desc,1.99,1.0,0.99,49.75
839869,2020-10-28,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
839869,2020-10-28,1,search_term,desc,1.99,1.0,0.99,49.75
857281,2020-10-30,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
857281,2020-10-30,1,search_term,desc,1.99,1.0,0.99,49.75
877024,2020-10-20,0,search_term,desc,1.99,1.0,0.99,49.75
877024,2020-10-20,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
922570,2020-11-02,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
922570,2020-11-02,1,search_term,desc,1.99,1.0,0.99,49.75
991571,2020-10-27,0,search_term,desc,1.99,1.0,0.99,49.75
991571,2020-10-27,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
994816,2020-10-31,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
994816,2020-10-31,1,search_term,desc,1.99,1.0,0.99,49.75
