INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE
43903,2020-10-18,0,search for bob,product description,1.99,1.55
43903,2020-10-18,1,search for bob friend,product description new,7.99,6.55
45178,2020-10-21,0,search for bob friend,product description new,7.99,6.55
45178,2020-10-21,1,search for bob,product description,1.99,1.55
145572,2020-11-03,0,search for bob,product description,1.99,1.55
145572,2020-11-03,1,search for bob friend,product description new,7.99,6.55
149940,2020-10-22,0,search for bob friend,product description new,7.99,6.55
149940,2020-10-22,1,search for bob,product description,1.99,1.55
274931,2020-10-27,0,search for bob friend,product description new,7.99,6.55
274931,2020-10-27,1,search for bob,product description,1.99,1.55
280279,2020-10-23,0,search for bob,product description,1.99,1.55
280279,2020-10-23,1,search for bob friend,product description new,7.99,6.55
287058,2020-10-29,0,search for bob friend,product description new,7.99,6.55
287058,2020-10-29,1,search for bob,product description,1.99,1.55
311210,2020-10-24,0,search for bob friend,product description new,7.99,6.55
311210,2020-10-24,1,search for bob,product description,1.99,1.55
369613,2020-11-04,0,search for bob,product description,1.99,1.55
369613,2020-11-04,1,search for bob friend,product description new,7.99,6.55
394089,2020-10-25,0,search for bob friend,product description new,7.99,6.55
394089,2020-10-25,1,search for bob,product description,1.99,1.55
398463,2020-10-26,0,search for bob,product description,1.99,1.55
398463,2020-10-26,1,search for bob friend,product description new,7.99,6.55
463429,2020-11-02,0,search for bob friend,product description new,7.99,6.55
463429,2020-11-02,1,search for bob,product description,1.99,1.55
505075,2020-10-17,0,search for bob friend,product description new,7.99,6.55
505075,2020-10-17,1,search for bob,product description,1.99,1.55
555606,2020-10-31,0,search for bob friend,product description new,7.99,6.55
555606,2020-10-31,1,search for bob,product description,1.99,1.55
568338,2020-10-28,0,search for bob friend,product description new,7.99,6.55
568338,2020-10-28,1,search for bob,product description,1.99,1.55
580148,2020-10-20,0,search for bob friend,product description new,7.99,6.55
580148,2020-10-20,1,search for bob,product description,1.99,1.55
607960,2020-11-01,0,search for bob,product description,1.99,1.55
607960,2020-11-01,1,search for bob friend,product description new,7.99,6.55
616059,2020-10-19,0,search for bob friend,product description new,7.99,6.55
616059,2020-10-19,1,search for bob,product description,1.99,1.55
663142,2020-10-30,0,search for bob,product description,1.99,1.55
663142,2020-10-30,1,search for bob friend,product description new,7.99,6.55
954587,2020-11-05,0,search for bob friend,product description new,7.99,6.55
954587,2020-11-05,1,search for bob,product description,1.99,1.55
