INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE
26043,2020-10-29,0,search for bob,product description,1.99,1.55
26043,2020-10-29,1,search for bob friend,product description new,7.99,6.55
100898,2020-10-20,0,search for bob,product description,1.99,1.55
100898,2020-10-20,1,search for bob friend,product description new,7.99,6.55
216878,2020-10-22,0,search for bob,product description,1.99,1.55
216878,2020-10-22,1,search for bob friend,product description new,7.99,6.55
263965,2020-10-28,0,search for bob,product description,1.99,1.55
263965,2020-10-28,1,search for bob friend,product description new,7.99,6.55
270710,2020-10-26,0,search for bob,product description,1.99,1.55
270710,2020-10-26,1,search for bob friend,product description new,7.99,6.55
396022,2020-11-05,0,search for bob,product description,1.99,1.55
396022,2020-11-05,1,search for bob friend,product description new,7.99,6.55
455172,2020-11-01,0,search for bob,product description,1.99,1.55
455172,2020-11-01,1,search for bob friend,product description new,7.99,6.55
524338,2020-10-24,0,search for bob friend,product description new,7.99,6.55
524338,2020-10-24,1,search for bob,product description,1.99,1.55
666922,2020-11-03,0,search for bob,product description,1.99,1.55
666922,2020-11-03,1,search for bob friend,product description new,7.99,6.55
675098,2020-11-02,0,search for bob friend,product description new,7.99,6.55
675098,2020-11-02,1,search for bob,product description,1.99,1.55
711344,2020-10-19,0,search for bob friend,product description new,7.99,6.55
711344,2020-10-19,1,search for bob,product description,1.99,1.55
717615,2020-10-21,0,search for bob friend,product description new,7.99,6.55
717615,2020-10-21,1,search for bob,product description,1.99,1.55
738224,2020-10-18,0,search for bob friend,product description new,7.99,6.55
738224,2020-10-18,1,search for bob,product description,1.99,1.55
809613,2020-11-04,0,search for bob friend,product description new,7.99,6.55
809613,2020-11-04,1,search for bob,product description,1.99,1.55
846169,2020-10-27,0,search for bob,product description,1.99,1.55
846169,2020-10-27,1,search for bob friend,product description new,7.99,6.55
912372,2020-10-30,0,search for bob friend,product description new,7.99,6.55
912372,2020-10-30,1,search for bob,product description,1.99,1.55
914949,2020-10-17,0,search for bob,product description,1.99,1.55
914949,2020-10-17,1,search for bob friend,product description new,7.99,6.55
930138,2020-10-23,0,search for bob friend,product description new,7.99,6.55
930138,2020-10-23,1,search for bob,product description,1.99,1.55
962765,2020-10-25,0,search for bob,product description,1.99,1.55
962765,2020-10-25,1,search for bob friend,product description new,7.99,6.55
986843,2020-10-31,0,search for bob friend,product description new,7.99,6.55
986843,2020-10-31,1,search for bob,product description,1.99,1.55
