INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
23072,2020-10-23,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
23072,2020-10-23,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
84367,2020-10-29,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
84367,2020-10-29,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
185335,2020-11-02,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
185335,2020-11-02,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
223359,2020-10-31,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
223359,2020-10-31,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
239529,2020-10-24,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
239529,2020-10-24,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
383152,2020-11-01,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
383152,2020-11-01,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
430701,2020-11-04,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
430701,2020-11-04,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
553506,2020-10-17,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
553506,2020-10-17,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
564442,2020-10-26,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
564442,2020-10-26,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
622870,2020-10-19,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
622870,2020-10-19,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
736631,2020-10-18,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
736631,2020-10-18,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
741398,2020-10-27,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
741398,2020-10-27,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
870108,2020-10-22,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
870108,2020-10-22,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
875153,2020-11-03,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
875153,2020-11-03,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
898246,2020-11-05,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
898246,2020-11-05,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
903604,2020-10-25,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
903604,2020-10-25,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
963417,2020-10-28,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
963417,2020-10-28,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
969251,2020-10-30,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
969251,2020-10-30,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
974181,2020-10-20,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
974181,2020-10-20,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
986390,2020-10-21,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
986390,2020-10-21,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
