INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
31598,2020-10-19,0,search_term,desc,1.99,1.0,0.99,49.75
31598,2020-10-19,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
84964,2020-10-27,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
84964,2020-10-27,1,search_term,desc,1.99,1.0,0.99,49.75
96717,2020-11-01,0,search_term,desc,1.99,1.0,0.99,49.75
96717,2020-11-01,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
188329,2020-10-31,0,search_term,desc,1.99,1.0,0.99,49.75
188329,2020-10-31,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
217173,2020-10-22,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
217173,2020-10-22,1,search_term,desc,1.99,1.0,0.99,49.75
295869,2020-10-25,0,search_term,desc,1.99,1.0,0.99,49.75
295869,2020-10-25,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
381064,2020-11-05,0,search_term,desc,1.99,1.0,0.99,49.75
381064,2020-11-05,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
385965,2020-10-17,0,search_term,desc,1.99,1.0,0.99,49.75
385965,2020-10-17,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
495067,2020-10-24,0,search_term,desc,1.99,1.0,0.99,49.75
495067,2020-10-24,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
547114,2020-11-03,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
547114,2020-11-03,1,search_term,desc,1.99,1.0,0.99,49.75
642363,2020-10-26,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
642363,2020-10-26,1,search_term,desc,1.99,1.0,0.99,49.75
673227,2020-10-18,0,search_term,desc,1.99,1.0,0.99,49.75
673227,2020-10-18,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
756166,2020-11-04,0,search_term,desc,1.99,1.0,0.99,49.75
756166,2020-11-04,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
770928,2020-10-21,0,search_term,desc,1.99,1.0,0.99,49.75
770928,2020-10-21,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
789628,2020-10-30,0,search_term,desc,1.99,1.0,0.99,49.75
789628,2020-10-30,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
825435,2020-10-29,0,search_term,desc,1.99,1.0,0.99,49.75
825435,2020-10-29,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
829986,2020-11-02,0,search_term,desc,1.99,1.0,0.99,49.75
829986,2020-11-02,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
849964,2020-10-23,0,search_term,desc,1.99,1.0,0.99,49.75
849964,2020-10-23,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
860418,2020-10-28,0,search_term,desc,1.99,1.0,0.99,49.75
860418,2020-10-28,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
948620,2020-10-20,0,search_term,desc,1.99,1.0,0.99,49.75
948620,2020-10-20,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
