INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
35193,2020-11-03,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
35193,2020-11-03,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
42628,2020-10-27,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
42628,2020-10-27,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
66344,2020-10-20,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
66344,2020-10-20,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
107265,2020-10-23,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
107265,2020-10-23,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
113812,2020-11-01,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
113812,2020-11-01,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
192888,2020-11-05,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
192888,2020-11-05,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
237073,2020-10-18,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
237073,2020-10-18,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
404460,2020-10-19,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
404460,2020-10-19,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
436514,2020-10-28,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
436514,2020-10-28,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
508349,2020-10-30,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
508349,2020-10-30,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
518664,2020-10-21,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
518664,2020-10-21,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
604818,2020-11-02,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
604818,2020-11-02,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
625052,2020-10-24,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
625052,2020-10-24,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
688634,2020-10-29,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
688634,2020-10-29,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
716345,2020-10-17,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
716345,2020-10-17,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
718475,2020-10-22,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
718475,2020-10-22,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
737222,2020-11-04,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
737222,2020-11-04,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
815410,2020-10-26,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
815410,2020-10-26,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
845140,2020-10-31,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
845140,2020-10-31,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
851208,2020-10-25,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
851208,2020-10-25,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
