INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE
132499,2020-10-18,0,search for bob friend,product description new,7.99,6.55
132499,2020-10-18,1,search for bob,product description,1.99,1.55
147797,2020-10-28,0,search for bob friend,product description new,7.99,6.55
147797,2020-10-28,1,search for bob,product description,1.99,1.55
163792,2020-10-26,0,search for bob,product description,1.99,1.55
163792,2020-10-26,1,search for bob friend,product description new,7.99,6.55
261032,2020-10-24,0,search for bob,product description,1.99,1.55
261032,2020-10-24,1,search for bob friend,product description new,7.99,6.55
315554,2020-11-03,0,search for bob,product description,1.99,1.55
315554,2020-11-03,1,search for bob friend,product description new,7.99,6.55
376724,2020-11-02,0,search for bob,product description,1.99,1.55
376724,2020-11-02,1,search for bob friend,product description new,7.99,6.55
425974,2020-10-31,0,search for bob friend,product description new,7.99,6.55
425974,2020-10-31,1,search for bob,product description,1.99,1.55
473888,2020-10-29,0,search for bob friend,product description new,7.99,6.55
473888,2020-10-29,1,search for bob,product description,1.99,1.55
503385,2020-10-20,0,search for bob,product description,1.99,1.55
503385,2020-10-20,1,search for bob friend,product description new,7.99,6.55
504563,2020-10-21,0,search for bob,product description,1.99,1.55
504563,2020-10-21,1,search for bob friend,product description new,7.99,6.55
559862,2020-10-30,0,search for bob,product description,1.99,1.55
559862,2020-10-30,1,search for bob friend,product description new,7.99,6.55
582268,2020-10-22,0,search for bob,product description,1.99,1.55
582268,2020-10-22,1,search for bob friend,product description new,7.99,6.55
622952,2020-10-19,0,search for bob friend,product description new,7.99,6.55
622952,2020-10-19,1,search for bob,product description,1.99,1.55
638486,2020-11-05,0,search for bob,product description,1.99,1.55
638486,2020-11-05,1,search for bob friend,product description new,7.99,6.55
734305,2020-10-27,0,search for bob friend,product description new,7.99,6.55
734305,2020-10-27,1,search for bob,product description,1.99,1.55
751729,2020-11-04,0,search for bob friend,product description new,7.99,6.55
751729,2020-11-04,1,search for bob,product description,1.99,1.55
751811,2020-10-25,0,search for bob friend,product description new,7.99,6.55
751811,2020-10-25,1,search for bob,product description,1.99,1.55
927425,2020-10-23,0,search for bob friend,product description new,7.99,6.55
927425,2020-10-23,1,search for bob,product description,1.99,1.55
962389,2020-10-17,0,search for bob friend,product description new,7.99,6.55
962389,2020-10-17,1,search for bob,product description,1.99,1.55
969146,2020-11-01,0,search for bob,product description,1.99,1.55
969146,2020-11-01,1,search for bob friend,product description new,7.99,6.55
