INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE
1238,2020-10-17,0,search for bob friend,product description new,7.99,6.55
1238,2020-10-17,1,search for bob,product description,1.99,1.55
2609,2020-10-29,0,search for bob,product description,1.99,1.55
2609,2020-10-29,1,search for bob friend,product description new,7.99,6.55
38304,2020-10-19,0,search for bob,product description,1.99,1.55
38304,2020-10-19,1,search for bob friend,product description new,7.99,6.55
107597,2020-10-18,0,search for bob,product description,1.99,1.55
107597,2020-10-18,1,search for bob friend,product description new,7.99,6.55
225678,2020-11-02,0,search for bob friend,product description new,7.99,6.55
225678,2020-11-02,1,search for bob,product description,1.99,1.55
246391,2020-10-25,0,search for bob,product description,1.99,1.55
246391,2020-10-25,1,search for bob friend,product description new,7.99,6.55
316873,2020-10-20,0,search for bob,product description,1.99,1.55
316873,2020-10-20,1,search for bob friend,product description new,7.99,6.55
361051,2020-11-04,0,search for bob friend,product description new,7.99,6.55
361051,2020-11-04,1,search for bob,product description,1.99,1.55
376547,2020-10-31,0,search for bob friend,product description new,7.99,6.55
376547,2020-10-31,1,search for bob,product description,1.99,1.55
378181,2020-10-28,0,search for bob friend,product description new,7.99,6.55
378181,2020-10-28,1,search for bob,product description,1.99,1.55
464372,2020-10-27,0,search for bob,product description,1.99,1.55
464372,2020-10-27,1,search for bob friend,product description new,7.99,6.55
518397,2020-11-01,0,search for bob,product description,1.99,1.55
518397,2020-11-01,1,search for bob friend,product description new,7.99,6.55
644407,2020-10-30,0,search for bob friend,product description new,7.99,6.55
644407,2020-10-30,1,search for bob,product description,1.99,1.55
647436,2020-10-22,0,search for bob,product description,1.99,1.55
647436,2020-10-22,1,search for bob friend,product description new,7.99,6.55
654865,2020-10-24,0,search for bob friend,product description new,7.99,6.55
654865,2020-10-24,1,search for bob,product description,1.99,1.55
677096,2020-11-05,0,search for bob,product description,1.99,1.55
677096,2020-11-05,1,search for bob friend,product description new,7.99,6.55
700997,2020-10-26,0,search for bob friend,product description new,7.99,6.55
700997,2020-10-26,1,search for bob,product description,1.99,1.55
703423,2020-11-03,0,search for bob,product description,1.99,1.55
703423,2020-11-03,1,search for bob friend,product description new,7.99,6.55
821079,2020-10-23,0,search for bob,product description,1.99,1.55
821079,2020-10-23,1,search for bob friend,product description new,7.99,6.55
831426,2020-10-21,0,search for bob friend,product description new,7.99,6.55
831426,2020-10-21,1,search for bob,product description,1.99,1.55
