INVOICE_NUMBER,INVOICE_DATE,INVOICE_LINE_NUMBER,INVOICE_LINE_PRODUCT_NAME,INVOICE_LINE_PRODUCT_DESCRIPTION,INVOICE_LINE_PRODUCT_WEB_SELLING_PRICE,INVOICE_LINE_PRODUCT_CALCULATED_COST_PRICE,INVOICE_LINE_DOLLAR_MARGIN,INVOICE_LINE_PERCENT_MARGIN
18855,2020-10-18,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
18855,2020-10-18,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
53969,2020-11-01,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
53969,2020-11-01,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
106897,2020-11-03,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
106897,2020-11-03,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
172202,2020-10-31,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
172202,2020-10-31,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
305656,2020-10-20,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
305656,2020-10-20,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
450216,2020-11-04,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
450216,2020-11-04,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
546031,2020-10-21,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
546031,2020-10-21,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
578180,2020-10-23,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
578180,2020-10-23,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
600877,2020-10-29,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
600877,2020-10-29,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
604986,2020-10-22,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
604986,2020-10-22,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
635536,2020-10-26,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
635536,2020-10-26,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
717076,2020-10-19,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
717076,2020-10-19,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
726164,2020-10-17,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
726164,2020-10-17,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
737687,2020-11-02,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
737687,2020-11-02,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
769763,2020-10-30,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
769763,2020-10-30,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
835497,2020-10-28,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
835497,2020-10-28,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
850822,2020-10-27,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
850822,2020-10-27,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
864387,2020-10-24,0,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
864387,2020-10-24,1,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
924462,2020-10-25,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
924462,2020-10-25,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
984993,2020-11-05,0,search for bob friend,product description new,7.99,6.55,1.4400000000000004,18.02
984993,2020-11-05,1,search for bob,product description,1.99,1.55,0.43999999999999995,22.11
